loan_details_key,term,grade,sub_grade,purpose,title,application_type,initial_list_status
5216,60 months,A,A1,major_purchase,Major purchase,Individual,w
5217,60 months,A,A2,car,,Individual,w
5218,60 months,A,A2,car,Car financing,Individual,w
5219,60 months,A,A2,credit_card,,Individual,w
5220,60 months,A,A2,credit_card,,Joint App,w
5221,60 months,A,A2,credit_card,Credit card refinancing,Individual,f
5222,60 months,A,A2,credit_card,Credit card refinancing,Individual,w
5223,60 months,A,A2,credit_card,Credit card refinancing,Joint App,f
5224,60 months,A,A2,credit_card,Credit card refinancing,Joint App,w
5225,60 months,A,A2,debt_consolidation,,Individual,w
5226,60 months,A,A2,debt_consolidation,Debt consolidation,Individual,f
5227,60 months,A,A2,debt_consolidation,Debt consolidation,Individual,w
5228,60 months,A,A2,debt_consolidation,Debt consolidation,Joint App,f
5229,60 months,A,A2,debt_consolidation,Debt consolidation,Joint App,w
5230,60 months,A,A2,home_improvement,Home improvement,Individual,w
5231,60 months,A,A2,major_purchase,Major purchase,Individual,w
5232,60 months,A,A2,medical,Medical expenses,Individual,w
5233,60 months,A,A2,moving,Moving and relocation,Individual,w
5234,60 months,A,A2,other,Other,Individual,w
5235,60 months,A,A2,small_business,Business,Individual,w
5236,60 months,A,A2,vacation,Vacation,Individual,w
5237,60 months,A,A3,car,Car financing,Individual,w
5238,60 months,A,A3,credit_card,Credit card refinancing,Individual,f
5239,60 months,A,A3,credit_card,Credit card refinancing,Individual,w
5240,60 months,A,A3,credit_card,Credit card refinancing,Joint App,w
5241,60 months,A,A3,debt_consolidation,,Individual,w
5242,60 months,A,A3,debt_consolidation,Debt consolidation,Individual,f
5243,60 months,A,A3,debt_consolidation,Debt consolidation,Individual,w
5244,60 months,A,A3,debt_consolidation,Debt consolidation,Joint App,f
5245,60 months,A,A3,debt_consolidation,Debt consolidation,Joint App,w
5246,60 months,A,A3,home_improvement,Home improvement,Individual,f
5247,60 months,A,A3,home_improvement,Home improvement,Individual,w
5248,60 months,A,A3,house,Home buying,Individual,w
5249,60 months,A,A3,major_purchase,Major purchase,Individual,w
5250,60 months,A,A3,medical,Medical expenses,Individual,w
5251,60 months,A,A3,other,Other,Individual,w
5252,60 months,A,A3,small_business,Business,Individual,w
5253,60 months,A,A3,vacation,Vacation,Individual,w
5254,60 months,A,A4,car,Car financing,Individual,f
5255,60 months,A,A4,car,Car financing,Individual,w
5256,60 months,A,A4,car,Car financing,Joint App,w
5257,60 months,A,A4,credit_card,,Individual,f
5258,60 months,A,A4,credit_card,,Individual,w
5259,60 months,A,A4,credit_card,Credit card refinancing,Individual,f
5260,60 months,A,A4,credit_card,Credit card refinancing,Individual,w
5261,60 months,A,A4,credit_card,Credit card refinancing,Joint App,f
5262,60 months,A,A4,credit_card,Credit card refinancing,Joint App,w
5263,60 months,A,A4,credit_card,Debt consolidation,Individual,w
5264,60 months,A,A4,debt_consolidation,,Individual,w
5265,60 months,A,A4,debt_consolidation,,Joint App,w
5266,60 months,A,A4,debt_consolidation,Debt consolidation,Individual,f
5267,60 months,A,A4,debt_consolidation,Debt consolidation,Individual,w
5268,60 months,A,A4,debt_consolidation,Debt consolidation,Joint App,f
5269,60 months,A,A4,debt_consolidation,Debt consolidation,Joint App,w
5270,60 months,A,A4,home_improvement,,Individual,w
5271,60 months,A,A4,home_improvement,Home improvement,Individual,f
5272,60 months,A,A4,home_improvement,Home improvement,Individual,w
5273,60 months,A,A4,home_improvement,Home improvement,Joint App,f
5274,60 months,A,A4,home_improvement,Home improvement,Joint App,w
5275,60 months,A,A4,house,Home buying,Individual,f
5276,60 months,A,A4,house,Home buying,Individual,w
5277,60 months,A,A4,house,Home buying,Joint App,w
5278,60 months,A,A4,major_purchase,,Individual,w
5279,60 months,A,A4,major_purchase,Major purchase,Individual,f
5280,60 months,A,A4,major_purchase,Major purchase,Individual,w
5281,60 months,A,A4,major_purchase,Major purchase,Joint App,f
5282,60 months,A,A4,major_purchase,Major purchase,Joint App,w
5283,60 months,A,A4,medical,Medical expenses,Individual,f
5284,60 months,A,A4,medical,Medical expenses,Individual,w
5285,60 months,A,A4,medical,Medical expenses,Joint App,f
5286,60 months,A,A4,medical,Medical expenses,Joint App,w
5287,60 months,A,A4,moving,Moving and relocation,Individual,f
5288,60 months,A,A4,moving,Moving and relocation,Individual,w
5289,60 months,A,A4,moving,Moving and relocation,Joint App,f
5290,60 months,A,A4,moving,Moving and relocation,Joint App,w
5291,60 months,A,A4,other,Other,Individual,f
5292,60 months,A,A4,other,Other,Individual,w
5293,60 months,A,A4,other,Other,Joint App,f
5294,60 months,A,A4,other,Other,Joint App,w
5295,60 months,A,A4,renewable_energy,Green loan,Individual,w
5296,60 months,A,A4,small_business,Business,Individual,f
5297,60 months,A,A4,small_business,Business,Individual,w
5298,60 months,A,A4,small_business,Business,Joint App,f
5299,60 months,A,A4,small_business,Business,Joint App,w
5300,60 months,A,A4,vacation,Vacation,Individual,f
5301,60 months,A,A4,vacation,Vacation,Individual,w
5302,60 months,A,A4,vacation,Vacation,Joint App,w
5303,60 months,A,A5,car,Car financing,Individual,f
5304,60 months,A,A5,car,Car financing,Individual,w
5305,60 months,A,A5,car,Car financing,Joint App,w
5306,60 months,A,A5,credit_card,,Individual,f
5307,60 months,A,A5,credit_card,,Individual,w
5308,60 months,A,A5,credit_card,,Joint App,f
5309,60 months,A,A5,credit_card,,Joint App,w
5310,60 months,A,A5,credit_card,#2,Individual,f
5311,60 months,A,A5,credit_card,Credit card refinancing,Individual,f
5312,60 months,A,A5,credit_card,Credit card refinancing,Individual,w
5313,60 months,A,A5,credit_card,Credit card refinancing,Joint App,f
5314,60 months,A,A5,credit_card,Credit card refinancing,Joint App,w
5315,60 months,A,A5,credit_card,Debt consolidation,Individual,w
5316,60 months,A,A5,debt_consolidation,,Individual,f
5317,60 months,A,A5,debt_consolidation,,Individual,w
5318,60 months,A,A5,debt_consolidation,,Joint App,w
5319,60 months,A,A5,debt_consolidation,Credit card refinancing,Individual,w
5320,60 months,A,A5,debt_consolidation,Debt consolidation,Individual,f
5321,60 months,A,A5,debt_consolidation,Debt consolidation,Individual,w
5322,60 months,A,A5,debt_consolidation,Debt consolidation,Joint App,f
5323,60 months,A,A5,debt_consolidation,Debt consolidation,Joint App,w
5324,60 months,A,A5,debt_consolidation,Home improvement,Individual,w
5325,60 months,A,A5,debt_consolidation,considerate,Individual,w
5326,60 months,A,A5,home_improvement,,Individual,f
5327,60 months,A,A5,home_improvement,,Individual,w
5328,60 months,A,A5,home_improvement,,Joint App,w
5329,60 months,A,A5,home_improvement,Home improvement,Individual,f
5330,60 months,A,A5,home_improvement,Home improvement,Individual,w
5331,60 months,A,A5,home_improvement,Home improvement,Joint App,f
5332,60 months,A,A5,home_improvement,Home improvement,Joint App,w
5333,60 months,A,A5,house,Home buying,Individual,f
5334,60 months,A,A5,house,Home buying,Individual,w
5335,60 months,A,A5,house,Home buying,Joint App,w
5336,60 months,A,A5,major_purchase,,Individual,w
5337,60 months,A,A5,major_purchase,Major purchase,Individual,f
5338,60 months,A,A5,major_purchase,Major purchase,Individual,w
5339,60 months,A,A5,major_purchase,Major purchase,Joint App,w
5340,60 months,A,A5,medical,,Individual,f
5341,60 months,A,A5,medical,,Individual,w
5342,60 months,A,A5,medical,Medical expenses,Individual,f
5343,60 months,A,A5,medical,Medical expenses,Individual,w
5344,60 months,A,A5,medical,Medical expenses,Joint App,f
5345,60 months,A,A5,medical,Medical expenses,Joint App,w
5346,60 months,A,A5,moving,Moving and relocation,Individual,f
5347,60 months,A,A5,moving,Moving and relocation,Individual,w
5348,60 months,A,A5,other,,Individual,w
5349,60 months,A,A5,other,Other,Individual,f
5350,60 months,A,A5,other,Other,Individual,w
5351,60 months,A,A5,other,Other,Joint App,w
5352,60 months,A,A5,renewable_energy,Green loan,Individual,w
5353,60 months,A,A5,small_business,,Individual,w
5354,60 months,A,A5,small_business,Business,Individual,f
5355,60 months,A,A5,small_business,Business,Individual,w
5356,60 months,A,A5,small_business,Business,Joint App,f
5357,60 months,A,A5,small_business,Business,Joint App,w
5358,60 months,A,A5,vacation,,Individual,w
5359,60 months,A,A5,vacation,Vacation,Individual,f
5360,60 months,A,A5,vacation,Vacation,Individual,w
5361,60 months,B,B1,car,,Individual,f
5362,60 months,B,B1,car,Car financing,Individual,f
5363,60 months,B,B1,car,Car financing,Individual,w
5364,60 months,B,B1,car,Car financing,Joint App,f
5365,60 months,B,B1,car,Car financing,Joint App,w
5366,60 months,B,B1,credit_card,,Individual,f
5367,60 months,B,B1,credit_card,,Individual,w
5368,60 months,B,B1,credit_card,,Joint App,w
5369,60 months,B,B1,credit_card,Credit card refinancing,Individual,f
5370,60 months,B,B1,credit_card,Credit card refinancing,Individual,w
5371,60 months,B,B1,credit_card,Credit card refinancing,Joint App,f
5372,60 months,B,B1,credit_card,Credit card refinancing,Joint App,w
5373,60 months,B,B1,debt_consolidation,,Individual,f
5374,60 months,B,B1,debt_consolidation,,Individual,w
5375,60 months,B,B1,debt_consolidation,,Joint App,w
5376,60 months,B,B1,debt_consolidation,Credit card refinancing,Individual,w
5377,60 months,B,B1,debt_consolidation,Debt consolidation,Individual,f
5378,60 months,B,B1,debt_consolidation,Debt consolidation,Individual,w
5379,60 months,B,B1,debt_consolidation,Debt consolidation,Joint App,f
5380,60 months,B,B1,debt_consolidation,Debt consolidation,Joint App,w
5381,60 months,B,B1,debt_consolidation,Truck/Debt Loan,Individual,f
5382,60 months,B,B1,home_improvement,,Individual,f
5383,60 months,B,B1,home_improvement,,Individual,w
5384,60 months,B,B1,home_improvement,,Joint App,w
5385,60 months,B,B1,home_improvement,Flooring Upgrade,Individual,f
5386,60 months,B,B1,home_improvement,Home improvement,Individual,f
5387,60 months,B,B1,home_improvement,Home improvement,Individual,w
5388,60 months,B,B1,home_improvement,Home improvement,Joint App,f
5389,60 months,B,B1,home_improvement,Home improvement,Joint App,w
5390,60 months,B,B1,house,Home buying,Individual,f
5391,60 months,B,B1,house,Home buying,Individual,w
5392,60 months,B,B1,house,Home buying,Joint App,w
5393,60 months,B,B1,major_purchase,,Individual,w
5394,60 months,B,B1,major_purchase,,Joint App,f
5395,60 months,B,B1,major_purchase,,Joint App,w
5396,60 months,B,B1,major_purchase,Major purchase,Individual,f
5397,60 months,B,B1,major_purchase,Major purchase,Individual,w
5398,60 months,B,B1,major_purchase,Major purchase,Joint App,f
5399,60 months,B,B1,major_purchase,Major purchase,Joint App,w
5400,60 months,B,B1,medical,,Individual,w
5401,60 months,B,B1,medical,,Joint App,w
5402,60 months,B,B1,medical,Medical expenses,Individual,f
5403,60 months,B,B1,medical,Medical expenses,Individual,w
5404,60 months,B,B1,medical,Medical expenses,Joint App,f
5405,60 months,B,B1,medical,Medical expenses,Joint App,w
5406,60 months,B,B1,moving,Moving and relocation,Individual,f
5407,60 months,B,B1,moving,Moving and relocation,Individual,w
5408,60 months,B,B1,moving,Moving and relocation,Joint App,w
5409,60 months,B,B1,other,,Joint App,w
5410,60 months,B,B1,other,Other,Individual,f
5411,60 months,B,B1,other,Other,Individual,w
5412,60 months,B,B1,other,Other,Joint App,f
5413,60 months,B,B1,other,Other,Joint App,w
5414,60 months,B,B1,renewable_energy,Green loan,Individual,w
5415,60 months,B,B1,small_business,Business,Individual,f
5416,60 months,B,B1,small_business,Business,Individual,w
5417,60 months,B,B1,small_business,Business,Joint App,f
5418,60 months,B,B1,small_business,Business,Joint App,w
5419,60 months,B,B1,small_business,Credit card refinancing,Individual,f
5420,60 months,B,B1,vacation,Vacation,Individual,f
5421,60 months,B,B1,vacation,Vacation,Individual,w
5422,60 months,B,B1,vacation,Vacation,Joint App,w
5423,60 months,B,B2,car,,Individual,w
5424,60 months,B,B2,car,,Joint App,w
5425,60 months,B,B2,car,Car financing,Individual,f
5426,60 months,B,B2,car,Car financing,Individual,w
5427,60 months,B,B2,car,Car financing,Joint App,w
5428,60 months,B,B2,credit_card,,Individual,f
5429,60 months,B,B2,credit_card,,Individual,w
5430,60 months,B,B2,credit_card,,Joint App,w
5431,60 months,B,B2,credit_card,Credit Card Payoff,Individual,f
5432,60 months,B,B2,credit_card,Credit Card Refi,Individual,f
5433,60 months,B,B2,credit_card,Credit card refinancing,Individual,f
5434,60 months,B,B2,credit_card,Credit card refinancing,Individual,w
5435,60 months,B,B2,credit_card,Credit card refinancing,Joint App,f
5436,60 months,B,B2,credit_card,Credit card refinancing,Joint App,w
5437,60 months,B,B2,credit_card,Debt consolidation,Individual,w
5438,60 months,B,B2,credit_card,Debt consolidation,Joint App,w
5439,60 months,B,B2,credit_card,Getting out of Consumer Debt Quicker!,Individual,f
5440,60 months,B,B2,credit_card,Other,Individual,f
5441,60 months,B,B2,credit_card,Personal,Individual,f
5442,60 months,B,B2,credit_card,credit card debt,Individual,f
5443,60 months,B,B2,credit_card,credit card refi,Individual,f
5444,60 months,B,B2,debt_consolidation,,Individual,f
5445,60 months,B,B2,debt_consolidation,,Individual,w
5446,60 months,B,B2,debt_consolidation,,Joint App,f
5447,60 months,B,B2,debt_consolidation,,Joint App,w
5448,60 months,B,B2,debt_consolidation,Consolidation Loan,Individual,f
5449,60 months,B,B2,debt_consolidation,Credit card refinancing,Individual,w
5450,60 months,B,B2,debt_consolidation,Debt consolidation,Individual,f
5451,60 months,B,B2,debt_consolidation,Debt consolidation,Individual,w
5452,60 months,B,B2,debt_consolidation,Debt consolidation,Joint App,f
5453,60 months,B,B2,debt_consolidation,Debt consolidation,Joint App,w
5454,60 months,B,B2,home_improvement,,Individual,f
5455,60 months,B,B2,home_improvement,,Individual,w
5456,60 months,B,B2,home_improvement,Home Improvment,Individual,w
5457,60 months,B,B2,home_improvement,Home improvement,Individual,f
5458,60 months,B,B2,home_improvement,Home improvement,Individual,w
5459,60 months,B,B2,home_improvement,Home improvement,Joint App,f
5460,60 months,B,B2,home_improvement,Home improvement,Joint App,w
5461,60 months,B,B2,house,Home buying,Individual,f
5462,60 months,B,B2,house,Home buying,Individual,w
5463,60 months,B,B2,house,Home buying,Joint App,w
5464,60 months,B,B2,major_purchase,,Individual,f
5465,60 months,B,B2,major_purchase,,Individual,w
5466,60 months,B,B2,major_purchase,Major purchase,Individual,f
5467,60 months,B,B2,major_purchase,Major purchase,Individual,w
5468,60 months,B,B2,major_purchase,Major purchase,Joint App,w
5469,60 months,B,B2,medical,Medical expenses,Individual,f
5470,60 months,B,B2,medical,Medical expenses,Individual,w
5471,60 months,B,B2,medical,Medical expenses,Joint App,f
5472,60 months,B,B2,medical,Medical expenses,Joint App,w
5473,60 months,B,B2,moving,Moving and relocation,Individual,f
5474,60 months,B,B2,moving,Moving and relocation,Individual,w
5475,60 months,B,B2,moving,Moving and relocation,Joint App,w
5476,60 months,B,B2,other,,Individual,w
5477,60 months,B,B2,other,,Joint App,f
5478,60 months,B,B2,other,Credit card refinancing,Individual,w
5479,60 months,B,B2,other,Other,Individual,f
5480,60 months,B,B2,other,Other,Individual,w
5481,60 months,B,B2,other,Other,Joint App,f
5482,60 months,B,B2,other,Other,Joint App,w
5483,60 months,B,B2,renewable_energy,Green loan,Individual,f
5484,60 months,B,B2,renewable_energy,Green loan,Individual,w
5485,60 months,B,B2,renewable_energy,Green loan,Joint App,w
5486,60 months,B,B2,small_business,Business,Individual,f
5487,60 months,B,B2,small_business,Business,Individual,w
5488,60 months,B,B2,small_business,Business,Joint App,w
5489,60 months,B,B2,small_business,Debt consolidation,Individual,w
5490,60 months,B,B2,vacation,,Individual,w
5491,60 months,B,B2,vacation,Vacation,Individual,w
5492,60 months,B,B2,vacation,Vacation,Joint App,w
5493,60 months,B,B3,car,,Individual,w
5494,60 months,B,B3,car,Car financing,Individual,f
5495,60 months,B,B3,car,Car financing,Individual,w
5496,60 months,B,B3,car,Car financing,Joint App,w
5497,60 months,B,B3,credit_card,,Individual,f
5498,60 months,B,B3,credit_card,,Individual,w
5499,60 months,B,B3,credit_card,,Joint App,w
5500,60 months,B,B3,credit_card,A New Beginning,Individual,f
5501,60 months,B,B3,credit_card,Chevrolet,Individual,f
